Symbol,Company Name,Exchange,Sector
LON:0R03,"The Travelers Companies, Inc.",London Stock Exchange,Financials
LON:0J5I,Hilton Worldwide Holdings Inc.,London Stock Exchange,Consumer Discretionary
LON:DGED,Diageo plc,London Stock Exchange,Consumer Staples
LON:DGE,Diageo plc,London Stock Exchange,Consumer Staples
LON:0I9F,"Digital Realty Trust, Inc.",London Stock Exchange,Real Estate
LON:CPG,Compass Group PLC,London Stock Exchange,Consumer Discretionary
LON:0PMJ,Siemens Healthineers AG,London Stock Exchange,Healthcare
LON:0HKE,"Axon Enterprise, Inc.",London Stock Exchange,Industrials
LON:0ACJ,"Marvell Technology, Inc.",London Stock Exchange,
LON:LTOD,Larsen & Toubro Limited,London Stock Exchange,
LON:0R2J,Agnico Eagle Mines Limited,London Stock Exchange,Materials
LON:0IW5,Thales S.A.,London Stock Exchange,Industrials
LON:0JN9,DSV A/S,London Stock Exchange,
LON:0H3T,Deutsche Börse AG,London Stock Exchange,
LON:0R28,Newmont Corporation,London Stock Exchange,Materials
LON:0UMG,Universal Music Group N.V.,London Stock Exchange,
LON:0O14,Merck KGaA,London Stock Exchange,
LON:0NXX,Mercedes-Benz Group AG,London Stock Exchange,
LON:0HTP,AB Volvo (publ),London Stock Exchange,
LON:0K8M,Norfolk Southern Corporation,London Stock Exchange,Industrials
LON:COD,Compagnie de Saint-Gobain S.A.,London Stock Exchange,Industrials
LON:0KGE,"Paychex, Inc.",London Stock Exchange,Technology
LON:0HW4,"Charter Communications, Inc.",London Stock Exchange,Technology
LON:NWG,NatWest Group plc,London Stock Exchange,Financials
LON:0A8O,Vistra Corp.,London Stock Exchange,
LON:0MHW,AB Volvo (publ),London Stock Exchange,
LON:III,3i Group plc,London Stock Exchange,Financials
LON:0H68,Aflac Incorporated,London Stock Exchange,Financials
LON:0EDE,NXP Semiconductors N.V.,London Stock Exchange,Technology
LON:0IL0,Federal National Mortgage Association,London Stock Exchange,
LON:0HAI,Crédit Agricole S.A.,London Stock Exchange,
LON:0HF3,"Cencora, Inc.",London Stock Exchange,Healthcare
LON:0V5H,Manulife Financial Corporation,London Stock Exchange,Financials
LON:0O0U,Bayerische Motoren Werke Aktiengesellschaft,London Stock Exchange,
LON:0KED,Infineon Technologies AG,London Stock Exchange,
LON:0K78,Assicurazioni Generali S.p.A.,London Stock Exchange,
LON:0QZX,FedEx Corporation,London Stock Exchange,Industrials
LON:0R2M,"Regeneron Pharmaceuticals, Inc.",London Stock Exchange,Healthcare
LON:0KFX,Danone S.A.,London Stock Exchange,
LON:0H7D,Deutsche Bank Aktiengesellschaft,London Stock Exchange,
LON:0HEC,"American Electric Power Company, Inc.",London Stock Exchange,Utilities
LON:0P6N,Volkswagen AG,London Stock Exchange,
LON:0H3Q,Deutsche Post AG,London Stock Exchange,
LON:0ACZ,Truist Financial Corporation,London Stock Exchange,
LON:0KS3,Public Storage,London Stock Exchange,Real Estate
LON:0K0X,"MetLife, Inc.",London Stock Exchange,Financials
LON:0LD0,Engie SA,London Stock Exchange,
LON:0KSR,"Quanta Services, Inc.",London Stock Exchange,Industrials
LON:0L6P,"Simon Property Group, Inc.",London Stock Exchange,Real Estate
LON:0IZI,"W.W. Grainger, Inc.",London Stock Exchange,Industrials
LON:0HCZ,The Allstate Corporation,London Stock Exchange,Financials
LON:0KUE,Realty Income Corporation,London Stock Exchange,Real Estate
LON:0KCI,"ONEOK, Inc.",London Stock Exchange,Energy
LON:0O26,Heineken N.V.,London Stock Exchange,
LON:0QL6,Swiss Re AG,London Stock Exchange,Financials
LON:0HWH,"Cheniere Energy, Inc.",London Stock Exchange,Energy
LON:0R19,"Becton, Dickinson and Company",London Stock Exchange,Healthcare
LON:0JYA,Marathon Petroleum Corporation,London Stock Exchange,Energy
LON:0N4T,Nordea Bank Abp,London Stock Exchange,
LON:0KET,PACCAR Inc,London Stock Exchange,Industrials
LON:0L5A,Sempra,London Stock Exchange,Utilities
LON:0QNO,Lonza Group AG,London Stock Exchange,Healthcare
LON:0K4T,"Nasdaq, Inc.",London Stock Exchange,Financials
LON:0HF6,"Ameriprise Financial, Inc.",London Stock Exchange,Financials
LON:0IKW,Fastenal Company,London Stock Exchange,Industrials
LON:0A1W,"Corteva, Inc.",London Stock Exchange,
LON:0JOQ,"JD.com, Inc.",London Stock Exchange,
LON:0ACI,"Copart, Inc.",London Stock Exchange,
LON:0HB4,Dassault Systèmes SE,London Stock Exchange,
LON:0OAL,"American International Group, Inc.",London Stock Exchange,Financials
LON:0KHZ,Phillips 66,London Stock Exchange,Energy
LON:HLN,Haleon plc,London Stock Exchange,Healthcare
LON:0IC9,"Dominion Energy, Inc.",London Stock Exchange,Utilities
LON:FLTR,Flutter Entertainment plc,London Stock Exchange,Consumer Discretionary
LON:RKT,Reckitt Benckiser Group plc,London Stock Exchange,Consumer Staples
LON:0R0E,General Motors Company,London Stock Exchange,Consumer Discretionary
LON:0A87,Takeda Pharmaceutical Company Limited,London Stock Exchange,
LON:0QPS,Givaudan SA,London Stock Exchange,Materials
LON:GLEN,Glencore plc,London Stock Exchange,Materials
LON:0IVW,Glencore plc,London Stock Exchange,
LON:EXPN,Experian plc,London Stock Exchange,Industrials
LON:0LIY,"United Rentals, Inc.",London Stock Exchange,Industrials
LON:0LO3,Veeva Systems Inc.,London Stock Exchange,Healthcare
LON:0XVU,"Zscaler, Inc.",London Stock Exchange,Technology
LON:0SCL,Schlumberger Limited,London Stock Exchange,
LON:0KXO,"Ross Stores, Inc.",London Stock Exchange,Consumer Discretionary
LON:0TD2,Eni S.p.A.,London Stock Exchange,
LON:0N9S,Eni S.p.A.,London Stock Exchange,
LON:0LD8,Target Corporation,London Stock Exchange,Consumer Discretionary
LON:0L3H,"L3Harris Technologies, Inc.",London Stock Exchange,Industrials
LON:0A79,Carvana Co.,London Stock Exchange,
LON:0MPP,E.ON SE,London Stock Exchange,
