Symbol,Company Name,Exchange,Sector
TSX:RCH,Richelieu Hardware Ltd.,Toronto Stock Exchange,Consumer Discretionary
TSX:AAV,Advantage Energy Ltd.,Toronto Stock Exchange,Energy
TSX:DML,Denison Mines Corp.,Toronto Stock Exchange,Energy
TSX:TSU,Trisura Group Ltd.,Toronto Stock Exchange,Financials
TSX:LNF,Leon's Furniture Limited,Toronto Stock Exchange,Consumer Discretionary
TSX:AYA,Aya Gold & Silver Inc.,Toronto Stock Exchange,Materials
TSX:IIP.UN,InterRent Real Estate Investment Trust,Toronto Stock Exchange,Real Estate
TSX:BIR,Birchcliff Energy Ltd.,Toronto Stock Exchange,Energy
TSX:LIF,Labrador Iron Ore Royalty Corporation,Toronto Stock Exchange,Materials
TSX:NFI,NFI Group Inc.,Toronto Stock Exchange,Consumer Discretionary
TSX:SPB,Superior Plus Corp.,Toronto Stock Exchange,Utilities
TSX:MEQ,Mainstreet Equity Corp.,Toronto Stock Exchange,Real Estate
TSX:TCL.A,Transcontinental Inc.,Toronto Stock Exchange,Consumer Discretionary
TSX:TCL.B,Transcontinental Inc.,Toronto Stock Exchange,Consumer Discretionary
TSX:FOM,Foran Mining Corporation,Toronto Stock Exchange,Materials
TSX:DNTL,dentalcorp Holdings Ltd.,Toronto Stock Exchange,Healthcare
TSX:GRGD,Groupe Dynamite Inc.,Toronto Stock Exchange,Consumer Discretionary
TSX:SIA,Sienna Senior Living Inc.,Toronto Stock Exchange,Healthcare
TSX:WTE,Westshore Terminals Investment Corporation,Toronto Stock Exchange,Industrials
TSX:CJT,Cargojet Inc.,Toronto Stock Exchange,Industrials
TSX:CFP,Canfor Corporation,Toronto Stock Exchange,Materials
CSE:GTII,Green Thumb Industries Inc.,Canadian Securities Exchange,Healthcare
TSX:VET,Vermilion Energy Inc.,Toronto Stock Exchange,Energy
TSX:PPTA,Perpetua Resources Corp.,Toronto Stock Exchange,Materials
TSX:HWX,Headwater Exploration Inc.,Toronto Stock Exchange,Energy
