Symbol,Company Name,Exchange,Sector
ETR:BCY,Barclays PLC,Deutsche Börse Xetra,Financials
FRA:BCY,Barclays PLC,Frankfurt Stock Exchange,
FRA:4PN,Carrier Global Corporation,Frankfurt Stock Exchange,
FRA:2KD,"Kinder Morgan, Inc.",Frankfurt Stock Exchange,
ETR:LLD,Lloyds Banking Group plc,Deutsche Börse Xetra,Financials
FRA:LLD,Lloyds Banking Group plc,Frankfurt Stock Exchange,
ETR:FPMB,Freeport-McMoRan Inc.,Deutsche Börse Xetra,Materials
FRA:FPMB,Freeport-McMoRan Inc.,Frankfurt Stock Exchange,
ETR:GUI,Diageo plc,Deutsche Börse Xetra,Consumer Staples
FRA:GUI,Diageo plc,Frankfurt Stock Exchange,
ETR:XGR2,Compass Group PLC,Deutsche Börse Xetra,Consumer Discretionary
FRA:XGR2,Compass Group PLC,Frankfurt Stock Exchange,
ETR:SHL,Siemens Healthineers AG,Deutsche Börse Xetra,Healthcare
FRA:SHL,Siemens Healthineers AG,Frankfurt Stock Exchange,
FRA:PA9,"The Travelers Companies, Inc.",Frankfurt Stock Exchange,
FRA:AE9,Agnico Eagle Mines Limited,Frankfurt Stock Exchange,
FRA:CSF,Thales S.A.,Frankfurt Stock Exchange,
ETR:DB1,Deutsche Börse AG,Deutsche Börse Xetra,Financials
FRA:DB1,Deutsche Börse AG,Frankfurt Stock Exchange,
ETR:NMM,Newmont Corporation,Deutsche Börse Xetra,Materials
FRA:NMM,Newmont Corporation,Frankfurt Stock Exchange,
FRA:MRK,Merck KGaA,Frankfurt Stock Exchange,
ETR:MRK,Merck KGaA,Deutsche Börse Xetra,Healthcare
FRA:MBG,Mercedes-Benz Group AG,Frankfurt Stock Exchange,
ETR:MBG,Mercedes-Benz Group AG,Deutsche Börse Xetra,Consumer Discretionary
FRA:OCBA,Oversea-Chinese Banking Corporation Limited,Frankfurt Stock Exchange,
ETR:GOB,Compagnie de Saint-Gobain S.A.,Deutsche Börse Xetra,Industrials
FRA:GOB,Compagnie de Saint-Gobain S.A.,Frankfurt Stock Exchange,
FRA:7NF,"Nongfu Spring Co., Ltd.",Frankfurt Stock Exchange,
FRA:RYSD,NatWest Group plc,Frankfurt Stock Exchange,
ETR:RYS1,NatWest Group plc,Deutsche Börse Xetra,Financials
FRA:RGO,"Regeneron Pharmaceuticals, Inc.",Frankfurt Stock Exchange,
ETR:AFL,Aflac Incorporated,Deutsche Börse Xetra,Financials
FRA:AFL,Aflac Incorporated,Frankfurt Stock Exchange,
ETR:XCA,Crédit Agricole S.A.,Deutsche Börse Xetra,Financials
FRA:XCA,Crédit Agricole S.A.,Frankfurt Stock Exchange,
